Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-06-01,16.229093792588063,20.11180704225631,15.863265174279789,19.95220947265625,10273292000,0.004,0.0
2021-07-01,20.079004069903704,20.827289935862847,17.824667682001596,19.454435348510742,7823077000,0.0,4.0
2021-08-01,19.654979861307364,22.990338528331577,18.71912186707382,22.333843231201172,6416386000,0.004,0.0
2021-09-01,22.437565594815915,22.937508122391595,20.42382127357977,20.67229652404785,4998986000,0.0,0.0
2021-10-01,20.70623055546168,25.654769820121263,19.513751558124977,25.51306915283203,4971078000,0.0,0.0
2021-11-01,25.594895371534452,34.57391390430266,25.173784668277488,32.60707092285156,10811170000,0.0,0.0
2021-12-01,33.14892227839992,33.218774300423476,27.087734804651515,29.348953247070312,11058505000,0.004,0.0
2022-01-01,29.755745451329044,30.649964626999225,20.8464871502032,24.437335968017578,10682164000,0.0,0.0
2022-02-01,25.054111225382428,26.87149152200818,20.84848495449678,24.33654022216797,10644270000,0.0,0.0
2022-03-01,24.242723059940612,28.888470231713384,20.608958642817615,27.231769561767578,11644599000,0.004,0.0
2022-04-01,27.325246825627804,27.507914792613974,18.256759432246326,18.51329231262207,11114390000,0.0,0.0
2022-05-01,18.507302907062783,20.36292350935654,15.538708045141943,18.638065338134766,13833021000,0.0,0.0
2022-06-01,18.689973385717796,19.58334543527851,14.834991420023373,15.131451606750488,10554791000,0.004,0.0
2022-07-01,14.875068250356192,18.214694569102246,14.032424085037322,18.133825302124023,10564476000,0.0,0.0
2022-08-01,18.15279258928992,19.243039417081995,14.93497027531041,15.069753646850586,12069648000,0.0,0.0
2022-09-01,14.186173544223674,14.523630860190515,11.926809411924763,12.119499206542969,13130578000,0.004,0.0
2022-10-01,12.33083073869334,13.83186269914,10.798839238074802,13.479324340820312,12549277000,0.0,0.0
2022-11-01,13.792912144381779,16.975737577105456,12.939032361578198,16.900836944580078,10600603000,0.004,0.0
2022-12-01,16.981080696402188,18.77019304201811,13.869363714948266,14.598594665527344,8946152000,0.0,0.0
2023-01-01,14.835344178404148,20.606254596935678,14.019206008915566,19.51640510559082,9454960000,0.0,0.0
2023-02-01,19.670242679511677,23.86281890695766,19.590327087877938,23.191526412963867,10393479000,0.0,0.0
2023-03-01,23.167554364116473,27.8046617533817,22.27349916933779,27.747722625732422,11263731000,0.004,0.0
2023-04-01,27.484671184662137,28.085139478729086,26.196809742386268,27.724458694458008,7436450000,0.0,0.0
2023-05-01,27.815371271260044,41.90089893465567,27.21590168498108,37.80052947998047,11697819000,0.0,0.0
2023-06-01,38.45495284850504,43.951090184148754,37.32295562653902,42.26457977294922,10527050000,0.004,0.0
2023-07-01,42.48378917217988,48.05044074101736,41.31370619376907,46.692501068115234,8706845000,0.0,0.0
2023-08-01,46.42370545606083,50.22673204051261,40.2795106708613,49.316444396972656,13632152000,0.0,0.0
2023-09-01,49.72312707219425,49.76109558754757,40.94798605702233,43.46501922607422,8579273000,0.004,0.0
2023-10-01,43.99924022972716,47.5757423846797,39.202594184094295,40.75151062011719,10141101000,0.0,0.0
2023-11-01,40.85543453428617,50.512684071774096,40.8404456242294,46.73732376098633,9144618000,0.0,0.0
2023-12-01,46.49249253633299,50.39775898452703,44.97854792890758,49.487396240234375,7411887000,0.004,0.0
2024-01-01,49.21391682807057,63.454212809409185,47.291092393387366,61.48941421508789,9706237000,0.0,0.0
2024-02-01,62.06206545927052,82.34366783979193,61.61234338609017,79.06367492675781,11061356000,0.0,0.0
2024-03-01,79.95112783415077,97.3404996630253,79.38647055390729,90.3008041381836,12149218000,0.004,0.0
2024-04-01,90.24808480244323,92.17299362424708,75.56336926041591,86.35327911376953,10072334000,0.0,0.0
2024-05-01,85.02901754340031,115.753674916965,81.20916704188924,109.5711669921875,9645174000,0.0,0.0
2024-06-01,113.55691045221796,140.68059410104493,111.9398192964525,123.4703140258789,7424176700,0.01,10.0
2024-07-01,123.41049622844216,136.08437792294387,102.49058290385977,116.9636001586914,6405438600,0.0,0.0
2024-08-01,117.47335986140948,131.1967389624814,90.64629799441538,119.3124771118164,8105367800,0.0,0.0
2024-09-01,115.95409390869841,127.6084706870454,100.90134652763349,121.38147735595703,6271163200,0.01,0.0
2024-10-01,121.72173963470345,144.36276504706353,115.09436982516924,132.70738220214844,5627917200,0.0,0.0
2024-11-01,134.64660965279924,152.82940262830758,131.74776514632558,138.19520568847656,4497414600,0.0,0.0
2024-12-01,138.7749798500133,146.48191563270018,126.80972265561243,134.2367706298828,4085855200,0.01,0.0
2025-01-01,135.9554525199337,153.07984638398844,116.21192173119331,120.03067016601562,5948400800,0.0,0.0
2025-02-01,114.71241465026995,143.39301993459108,112.97298670744367,124.87908172607422,4755230400,0.0,0.0
2025-03-01,123.46954677160798,123.65947935133678,103.61605125033583,108.34449768066406,6177950300,0.01,0.0
2025-04-01,108.49442561392695,115.07287697111724,86.5995921063055,108.89433288574219,6811006400,0.0,0.0
2025-05-01,113.05336586897982,143.45620646342803,110.79389607560587,135.09817504882812,4756803800,0.0,0.0
2025-06-01,135.4580894153036,158.672620923579,135.36809902179027,157.95278930664062,3821296800,0.01,0.0
2025-07-01,156.26402291419518,183.26954448460754,151.46483272487117,177.84043884277344,3596804400,0.0,0.0
2025-08-01,174.06106537098785,184.44933810927904,168.7719511969459,174.1510467529297,3608891200,0.0,0.0
2025-09-01,169.9717494048557,187.31887228485263,164.04274217508794,186.5489959716797,3890495300,0.01,0.0
2025-10-01,185.21966737275508,212.16670539060047,176.74058743522525,202.4677734375,4031017400,0.0,0.0
2025-11-01,208.0571486545427,211.3167851201001,169.53138157870296,176.98056030273438,4160148300,0.0,0.0
2025-12-01,174.7408205372801,192.6688612628948,170.29131182495397,186.4795379638672,3629693700,0.01,0.0
2026-01-01,189.82972070431384,194.47947816452233,177.60038696032495,191.11965942382812,3292228600,0.0,0.0
2026-02-01,187.18987308345135,197.61931695823628,171.02074939569084,177.180419921875,3745445000,0.0,0.0
2026-03-01,175.00051627986883,188.86977548099534,164.26110770407482,174.3905487060547,4027150800,0.01,0.0
2026-04-01,176.0,216.8300018310547,171.3699951171875,199.57000732421875,3129548700,0.0,0.0
2026-05-01,201.27999877929688,236.5399932861328,194.74000549316406,219.50999450683594,2361263466,0.0,0.0
