Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-06-01,120.1138604464759,126.75533292415822,118.17131272183718,124.2955322265625,548656000,0.0,0.0
2021-07-01,123.83308095281167,138.87087600496497,123.83308095281167,134.119873046875,456776000,0.0,0.0
2021-08-01,134.38123547951238,145.29662568716782,133.0908347165246,144.27749633789062,372312000,0.0,0.0
2021-09-01,144.46395634672027,145.62492658274144,131.91697218861034,132.18031311035156,505198000,0.0,0.0
2021-10-01,132.46696977475997,147.903728048297,130.09841477964878,147.06312561035156,496572000,0.0,0.0
2021-11-01,146.95846800171506,150.61347331841256,140.90913385773533,141.2919921875,443172000,0.0,0.0
2021-12-01,143.03816567849645,148.38675614726444,139.10793853137977,143.50137329101562,479260000,0.0,0.0
2022-01-01,143.29901117615702,145.41613583302941,123.62697648119638,134.59349060058594,615510000,0.0,0.0
2022-02-01,136.7125989009921,150.86143660467033,123.7485304195255,133.79257202148438,732650000,0.0,0.0
2022-03-01,133.38490023093706,142.9885641327509,124.83584092165715,138.51231384277344,637420000,0.0,0.0
2022-04-01,138.86989277896762,142.87079836437306,112.20308125588883,114.03032684326172,564940000,0.0,0.0
2022-05-01,112.97895370950157,122.14023629308325,101.37571378271483,113.1103744506836,717486000,0.0,0.0
2022-06-01,113.99559503629564,118.42621471602331,104.76839507862934,108.48185729980469,627132000,0.0,0.0
2022-07-01,107.45480358971315,119.45428845718769,103.90693542272524,115.69019317626953,638766600,0.0,20.0
2022-08-01,114.58922913886333,122.25628648562216,107.91403628267902,108.26118469238281,430961500,0.0,0.0
2022-09-01,108.31077922366964,111.7227696574847,95.24802460904388,95.36705017089844,532993100,0.0,0.0
2022-10-01,96.42832659338504,104.24415604377342,91.15164832134266,93.88917541503906,584537500,0.0,0.0
2022-11-01,94.81160368603433,100.62388610839844,82.77046073200118,100.62388610839844,603449000,0.0,0.0
2022-12-01,100.5742860094633,101.75459051411855,85.66667877865773,88.00746154785156,498585400,0.0,0.0
2023-01-01,89.09851050599158,100.75282952086084,84.87319783368056,99.05675506591797,526178100,0.0,0.0
2023-02-01,98.92781451919244,107.93387784599746,88.13641314252935,89.56468963623047,754400500,0.0,0.0
